temp acclim,time_acclim_days,test_category,temp test,Fish-ID,species latin,species common,bw_g,RMR,study_ID,Full_Trial_ID,trial_ID
15,NA,ecol_relev,15,1_*YBY,Tautogolabrus adspersus,cunner,2.047,0.254,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_*YRB,Tautogolabrus adspersus,cunner,1.815,0.285,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_*YYB,Tautogolabrus adspersus,cunner,1.371,0.207,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_*YYR,Tautogolabrus adspersus,cunner,1.78,0.286,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_*YYY,Tautogolabrus adspersus,cunner,2.487,0.425,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_B*RB,Tautogolabrus adspersus,cunner,3.215,0.442,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_B*RY,Tautogolabrus adspersus,cunner,3.195,0.402,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_B*YB,Tautogolabrus adspersus,cunner,0.846,0.143,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_B*YY,Tautogolabrus adspersus,cunner,0.746,0.143,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BB*B,Tautogolabrus adspersus,cunner,1.496,0.273,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BB*R,Tautogolabrus adspersus,cunner,1.295,0.149,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BB*Y,Tautogolabrus adspersus,cunner,1.26,0.201,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BBB*,Tautogolabrus adspersus,cunner,2.543,0.403,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BBR*,Tautogolabrus adspersus,cunner,1.218,0.176,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BBY*,Tautogolabrus adspersus,cunner,1.938,0.291,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BR*B,Tautogolabrus adspersus,cunner,0.876,0.14,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BR*Y,Tautogolabrus adspersus,cunner,2.069,0.307,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BRR*,Tautogolabrus adspersus,cunner,2.808,0.375,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BRY*,Tautogolabrus adspersus,cunner,3.449,0.497,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BY*B,Tautogolabrus adspersus,cunner,0.865,0.126,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BYB*,Tautogolabrus adspersus,cunner,1.429,0.228,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BYR*,Tautogolabrus adspersus,cunner,0.716,0.13,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_BYY*,Tautogolabrus adspersus,cunner,0.564,0.106,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_R*BR,Tautogolabrus adspersus,cunner,1.675,0.266,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_R*RB,Tautogolabrus adspersus,cunner,1.277,0.199,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_R*RR,Tautogolabrus adspersus,cunner,0.605,0.061,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_R*RY,Tautogolabrus adspersus,cunner,0.739,0.113,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_R*YB,Tautogolabrus adspersus,cunner,2.33,0.343,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_R*YR,Tautogolabrus adspersus,cunner,1.117,0.146,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_R*YY,Tautogolabrus adspersus,cunner,0.451,0.067,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RB*B,Tautogolabrus adspersus,cunner,1.94,0.249,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RB*R,Tautogolabrus adspersus,cunner,1.531,0.226,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RB*Y,Tautogolabrus adspersus,cunner,1.272,0.172,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RBB*,Tautogolabrus adspersus,cunner,1.823,0.233,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RBY*,Tautogolabrus adspersus,cunner,1.579,0.211,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RR*B,Tautogolabrus adspersus,cunner,0.658,0.102,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RR*R,Tautogolabrus adspersus,cunner,1.395,0.242,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RRR*,Tautogolabrus adspersus,cunner,1.797,0.253,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RYB*,Tautogolabrus adspersus,cunner,2.172,0.332,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RYR*,Tautogolabrus adspersus,cunner,1.795,0.211,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_RYY*,Tautogolabrus adspersus,cunner,0.724,0.119,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_Y*BB,Tautogolabrus adspersus,cunner,1.751,0.278,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_Y*BY,Tautogolabrus adspersus,cunner,1.245,0.169,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_Y*RB,Tautogolabrus adspersus,cunner,0.864,0.118,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_Y*RY,Tautogolabrus adspersus,cunner,0.956,0.136,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_Y*YR,Tautogolabrus adspersus,cunner,2.51,0.336,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_Y*YY,Tautogolabrus adspersus,cunner,1.827,0.207,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_YR*R,Tautogolabrus adspersus,cunner,1.061,0.182,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_YR*Y,Tautogolabrus adspersus,cunner,1.989,0.285,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_YY*B,Tautogolabrus adspersus,cunner,1.308,0.207,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_YY*R,Tautogolabrus adspersus,cunner,2.837,0.412,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_YYR*,Tautogolabrus adspersus,cunner,2.079,0.285,1,1_Tautogolabrus adspersus_REPEAT1,REPEAT1
15,NA,ecol_relev,15,1_*BBB,Tautogolabrus adspersus,cunner,2.203,0.291,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*BBY,Tautogolabrus adspersus,cunner,1.189,0.136,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*BRB,Tautogolabrus adspersus,cunner,1.383,0.157,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*BRR,Tautogolabrus adspersus,cunner,7.382,0.931,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*BRY,Tautogolabrus adspersus,cunner,1.534,0.144,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*BYB,Tautogolabrus adspersus,cunner,2.829,0.38,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*BYR,Tautogolabrus adspersus,cunner,4.756,0.642,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*BYY,Tautogolabrus adspersus,cunner,1.311,0.147,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*RBB,Tautogolabrus adspersus,cunner,2.524,0.29,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*RBR,Tautogolabrus adspersus,cunner,1.588,0.241,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*RBY,Tautogolabrus adspersus,cunner,6.517,0.672,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*RRR,Tautogolabrus adspersus,cunner,1.553,0.184,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*RRY,Tautogolabrus adspersus,cunner,2.322,0.277,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*RYR,Tautogolabrus adspersus,cunner,6.008,0.538,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*YBB,Tautogolabrus adspersus,cunner,1.598,0.15,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*YBR,Tautogolabrus adspersus,cunner,2.144,0.338,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*YBY,Tautogolabrus adspersus,cunner,4.194,0.388,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*YRB,Tautogolabrus adspersus,cunner,3.221,0.456,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*YYB,Tautogolabrus adspersus,cunner,1.732,0.202,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*YYR,Tautogolabrus adspersus,cunner,4.405,0.587,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*YYY,Tautogolabrus adspersus,cunner,6.838,0.672,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_B*RB,Tautogolabrus adspersus,cunner,7.94,1.112,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_B*RY,Tautogolabrus adspersus,cunner,3.735,0.392,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_B*YB,Tautogolabrus adspersus,cunner,1.242,0.167,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_B*YY,Tautogolabrus adspersus,cunner,0.983,0.131,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BB*B,Tautogolabrus adspersus,cunner,2.196,0.25,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BB*R,Tautogolabrus adspersus,cunner,1.858,0.235,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BB*Y,Tautogolabrus adspersus,cunner,1.574,0.193,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BBB*,Tautogolabrus adspersus,cunner,5.994,0.689,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BBR*,Tautogolabrus adspersus,cunner,1.557,0.178,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BBY*,Tautogolabrus adspersus,cunner,4.757,0.431,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BR*B,Tautogolabrus adspersus,cunner,1.26,0.154,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BR*Y,Tautogolabrus adspersus,cunner,2.847,0.382,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BRR*,Tautogolabrus adspersus,cunner,4.168,0.463,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BRY*,Tautogolabrus adspersus,cunner,6.75,0.974,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BY*B,Tautogolabrus adspersus,cunner,1.159,0.139,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BYB*,Tautogolabrus adspersus,cunner,2.628,0.338,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BYR*,Tautogolabrus adspersus,cunner,1.098,0.139,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_BYY*,Tautogolabrus adspersus,cunner,1.197,0.132,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_R*BR,Tautogolabrus adspersus,cunner,2.068,0.231,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_R*RB,Tautogolabrus adspersus,cunner,1.53,0.206,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_R*RR,Tautogolabrus adspersus,cunner,1.333,0.141,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_R*RY,Tautogolabrus adspersus,cunner,1.627,0.205,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_R*YB,Tautogolabrus adspersus,cunner,6.441,1.04,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_R*YR,Tautogolabrus adspersus,cunner,1.525,0.19,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_R*YY,Tautogolabrus adspersus,cunner,0.965,0.117,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RB*B,Tautogolabrus adspersus,cunner,2.304,0.315,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RB*R,Tautogolabrus adspersus,cunner,3.923,0.466,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RB*Y,Tautogolabrus adspersus,cunner,1.847,0.231,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RBB*,Tautogolabrus adspersus,cunner,2.098,0.309,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RBY*,Tautogolabrus adspersus,cunner,2.96,0.391,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RR*B,Tautogolabrus adspersus,cunner,0.994,0.124,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RR*R,Tautogolabrus adspersus,cunner,1.606,0.234,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RRR*,Tautogolabrus adspersus,cunner,2.867,0.284,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RYB*,Tautogolabrus adspersus,cunner,3.126,0.351,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RYR*,Tautogolabrus adspersus,cunner,4.567,0.6,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_RYY*,Tautogolabrus adspersus,cunner,1.04,0.139,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_Y*BB,Tautogolabrus adspersus,cunner,2.338,0.337,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_Y*BY,Tautogolabrus adspersus,cunner,2.031,0.211,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_Y*RB,Tautogolabrus adspersus,cunner,1.426,0.169,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_Y*RY,Tautogolabrus adspersus,cunner,1.517,0.187,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_Y*YR,Tautogolabrus adspersus,cunner,4.651,0.527,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_Y*YY,Tautogolabrus adspersus,cunner,4.345,0.503,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_YR*R,Tautogolabrus adspersus,cunner,1.533,0.202,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_YR*Y,Tautogolabrus adspersus,cunner,2.556,0.339,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_YY*B,Tautogolabrus adspersus,cunner,1.611,0.182,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_YY*R,Tautogolabrus adspersus,cunner,5.196,0.663,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_YYR*,Tautogolabrus adspersus,cunner,2.633,0.258,1,1_Tautogolabrus adspersus_REPEAT2,REPEAT2
15,NA,ecol_relev,15,1_*BBB,Tautogolabrus adspersus,cunner,4.975,0.627,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*BBY,Tautogolabrus adspersus,cunner,2.681,0.276,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*BRB,Tautogolabrus adspersus,cunner,2.494,0.332,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*BRR,Tautogolabrus adspersus,cunner,9.487,0.946,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*BRY,Tautogolabrus adspersus,cunner,2.645,0.36,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*BYB,Tautogolabrus adspersus,cunner,5.265,0.545,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*BYR,Tautogolabrus adspersus,cunner,10.314,1.022,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*BYY,Tautogolabrus adspersus,cunner,1.94,0.191,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*RBB,Tautogolabrus adspersus,cunner,4.25,0.363,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*RBR,Tautogolabrus adspersus,cunner,2.403,0.321,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*RBY,Tautogolabrus adspersus,cunner,11.696,1.046,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*RRR,Tautogolabrus adspersus,cunner,2.516,0.384,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*RRY,Tautogolabrus adspersus,cunner,3.332,0.377,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*RYR,Tautogolabrus adspersus,cunner,8.905,0.815,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*YBB,Tautogolabrus adspersus,cunner,2.453,0.337,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*YBR,Tautogolabrus adspersus,cunner,3.337,0.484,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*YBY,Tautogolabrus adspersus,cunner,8.407,0.919,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*YRB,Tautogolabrus adspersus,cunner,6.887,0.806,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*YYB,Tautogolabrus adspersus,cunner,3.362,0.335,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*YYR,Tautogolabrus adspersus,cunner,6.981,0.743,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_*YYY,Tautogolabrus adspersus,cunner,9.904,0.946,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_B*RB,Tautogolabrus adspersus,cunner,9.7,0.922,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_B*RY,Tautogolabrus adspersus,cunner,5.42,0.455,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_B*YB,Tautogolabrus adspersus,cunner,1.639,0.207,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_B*YY,Tautogolabrus adspersus,cunner,1.586,0.199,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BB*B,Tautogolabrus adspersus,cunner,3.231,0.344,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BB*R,Tautogolabrus adspersus,cunner,3.625,0.397,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BB*Y,Tautogolabrus adspersus,cunner,2.535,0.301,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BBB*,Tautogolabrus adspersus,cunner,10.72,1.197,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BBR*,Tautogolabrus adspersus,cunner,2.518,0.314,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BBY*,Tautogolabrus adspersus,cunner,8.962,0.819,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BR*B,Tautogolabrus adspersus,cunner,2.178,0.236,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BR*Y,Tautogolabrus adspersus,cunner,5.355,0.688,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BRR*,Tautogolabrus adspersus,cunner,9.589,1.153,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BRY*,Tautogolabrus adspersus,cunner,13.203,1.42,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BY*B,Tautogolabrus adspersus,cunner,1.958,0.259,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BYB*,Tautogolabrus adspersus,cunner,4.059,0.454,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BYR*,Tautogolabrus adspersus,cunner,1.842,0.216,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_BYY*,Tautogolabrus adspersus,cunner,1.632,0.213,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_R*BR,Tautogolabrus adspersus,cunner,4.182,0.468,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_R*RB,Tautogolabrus adspersus,cunner,3.157,0.456,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_R*RR,Tautogolabrus adspersus,cunner,1.933,0.203,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
15,NA,ecol_relev,15,1_R*RY,Tautogolabrus adspersus,cunner,2.486,0.292,1,1_Tautogolabrus adspersus_REPEAT3,REPEAT3
